Number,Title,Price,Item ID,Global ID,Category,Payment Method,Country,Selling State,Start Time,End Time
1,Ball Mason Jars Pint ( 16 Oz ) Regular Mouth Bands And Dome Lids 12 / Box,18.99,272664467574,EBAY-US,Jars,PayPal,USA,Active,2017-05-09,2017-12-05
2,6 Vintage Blue Ball Perfect Mason Pint Jars,15.0,172994906924,EBAY-US,Jars,PayPal,"Transfer,PA,USA",Active,2017-11-23,2017-11-30
3,Quart sized Blue Ball Perfect Mason Jar,4.99,253264916882,EBAY-US,Jars,PayPal,"Pittsburgh,PA,USA",Active,2017-11-18,2017-12-18
4,"Anchor Hocking Pint Mason Glass Canning Jars with Lids and Bands, Set of 12",17.53,122733644211,EBAY-US,Jars,PayPal,USA,Active,2017-10-01,2017-11-30
5,"Ball 68100 Wide Mouth Mason Canning Jars, Half Gallon (64 Oz), Box Of 6",22.28,132136735773,EBAY-US,Jars,PayPal,"Brooklyn,NY,USA",Active,2017-03-24,2017-12-19
6,Vintage Ball Perfect Mason Half Gallon Jar with Zinc Lid,9.95,152798858931,EBAY-US,Jars,PayPal,"Rush City,MN,USA",Active,2017-11-23,2017-12-23
7,Ball Mason Jars 16 Oz Wide Mouth Lids 4 Set Clear Glass Canning Fruit Jams Oats,13.6,302345011076,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-09,2017-12-06
8,Mason Canning Jars Purple Pint Ball Lids 6-Set 16 Oz Vintage Style Wedding Event,20.69,391921916010,EBAY-US,Jars,PayPal,"Virginia Beach,VA,USA",Active,2017-11-07,2017-12-07
9,Ball Regular Mouth Smooth Sided Mason Jars 32oz Quart Canning Jams Lids 12 Set,13.49,282741901710,EBAY-US,Jars,PayPal,"Westbury,NY,USA",Active,2017-11-21,2017-12-21
10,Vintage Mason's Patent Nov 30th 1858  Pint Green Cross,15.99,282741640627,EBAY-US,Jars,PayPal,"Canfield,OH,USA",Active,2017-11-20,2017-11-27
11,Vintage Amber Qrt Ball Mason Jar 1976 Repro (38 year old jar) BBGMCO Very Rare,21.95,282493704254,EBAY-US,Jars,PayPal,USA,Active,2017-05-25,2017-12-21
12,Ball Mason Jar-16 oz. Aqua Blue Glass Wide Mouth,7.97,172991875110,EBAY-US,Jars,PayPal,USA,Active,2017-11-21,2017-12-21
13,Olive Green Ball Perfect Mason pint jar #8,129.99,272950439707,EBAY-US,Jars,PayPal,"Clark,MO,USA",Active,2017-11-23,2017-11-30
14,"Ball Pint Mason Jars, 16 oz., Set of 12",18.11,263241847285,EBAY-US,Jars,PayPal,"Fort Lauderdale,FL,USA",Active,2017-10-02,2017-12-01
15,Ball - Wide Mouth 64 oz. Half Gallon Mason Jars - 6 Count,13.6,282679888736,EBAY-US,Jars,PayPal,"Leetsdale,PA,USA",Active,2017-10-03,2017-12-02
16,"Ball Mason Glass Jars Half Gallon 64 Oz Wide Mouth with Lids and Bands, Set of 6",21.48,122782740583,EBAY-US,Canisters & Jars,PayPal,USA,Active,2017-10-30,2017-11-29
17,Vintage Blue Ball 1 Qr Perfect Mason Jar Lamp Light,10.45,272951211358,EBAY-US,Jars,PayPal,"Springfield,KY,USA",Active,2017-11-23,2017-12-23
18,Vintage Lot 7 Blue Fruit Jars 1 Clear Atlas Ball Mason 2 Quart 6 Half Gallon,3.25,372143814308,EBAY-US,Jars,PayPal,"Versailles,MO,USA",Active,2017-11-21,2017-11-28
19,NEW 12 Pack 8 OZ Mason Jars w/ Lids Canning Ball Regular Mouth Half Pint Wedding,18.87,182905214303,EBAY-US,Jars,PayPal,USA,Active,2017-11-16,2017-12-16
20,"Strittmatter's Aqua Blue Embossed Ball Mason Honey Jar Ebensburg, PA Bumble Bee",260.0,302534694427,EBAY-US,Jars,PayPal,"Mogadore,OH,USA",Active,2017-11-19,2017-11-26
21,1 Ball 64oz Wide Mouth Half Gallon Mason Jar New,8.05,282413492649,EBAY-US,Jars,PayPal,"Chicago,IL,USA",Active,2017-03-28,2017-11-23
22,Ball - Smooth Sided Regular Mouth Quart Mason Jars - 12 Count,13.29,272874312198,EBAY-US,Jars,PayPal,"Leetsdale,PA,USA",Active,2017-10-04,2017-12-03
23,Mason's Patent Nov 30TH Midget Pint Fruit Jar Cross Reverse Cobalt Blue Base 46,12.88,292341648035,EBAY-US,Jars,PayPal,"Berwyn,IL,USA",Active,2017-11-22,2017-11-29
24,Dark Pink Jordin Mason Jar Quart,8.99,222728506160,EBAY-US,Jars,PayPal,"Thompsons Station,TN,USA",Active,2017-11-22,2017-12-22
25,12 Pack Ball Mason Quart Jars 32 Oz Wide Mouth Quart Jar Quart Canning Jars Lot,18.0,112575417209,EBAY-US,Jars,PayPal,"Statesville,NC,USA",Active,2017-09-24,2017-12-23
26,OLIVE GREEN – AMBER SWIRLS – BALL PERFECT MASON FRUIT JAR - PINT,51.0,172994112842,EBAY-US,Jars,PayPal,"Vineland,NJ,USA",Active,2017-11-22,2017-11-29
27,Ball - Regular Mouth 16 oz. Drinking Mason Jars - 4 Pack,8.92,282679862064,EBAY-US,Jars,PayPal,"Leetsdale,PA,USA",Active,2017-10-03,2017-12-02
28,"Vintage Atlas Strong Shoulder Mason Mini Glass Jar Coin Bank Original 3 1/2""",3.5,302539848571,EBAY-US,Jars,PayPal,"Middlebury Center,PA,USA",Active,2017-11-22,2017-11-29
29,2) 1920-30's BALL PERFECT MASON Quart fruit jar bottle GREEN SWIRL w/ zinc lid,99.0,312005505217,EBAY-US,Jars,PayPal,"Jenison,MI,USA",Active,2017-11-18,2017-11-25
30,Rare Ball Mason #234 HG Light Green Amber Swirls Drip Sides Beautiful Glass Jar,600.0,332440454434,EBAY-US,Jars,PayPal,"Champaign,IL,USA",Active,2017-11-21,2017-11-28
31,3 VINTAGE 1 PINT BLUE GLASS MASON JARS / ATLAS STRONG SHOULDER-BALL-SAFE SEAL,9.95,142592767303,EBAY-US,Jars,PayPal,"Colorado Springs,CO,USA",Active,2017-11-22,2017-11-27
32,12 Ball Mason Jar with Lid - Regular Mouth - 16 oz by Jarden Set Of 12,19.24,202082144689,EBAY-US,Jars,PayPal,USA,Active,2017-10-15,2017-12-14
33,"Ball Perfect Mason jars Quart & 1/2 Gal Zinc porcelain lids #2,#10",15.0,162760905842,EBAY-US,Jars,PayPal,"Downingtown,PA,USA",Active,2017-11-18,2017-11-23
34,VTG LOT OF 3 (1 QT & 2 PT) AQUA BLUE GLASS BALL PERFECT MASON JARS W/ ZINC LIDS,9.99,322900041919,EBAY-US,Jars,PayPal,"Zion,IL,USA",Active,2017-11-23,2017-12-23
35,2 VINTAGE BALL PERFECT MASON SQUARE 9 VERTICAL RIBBED PINT JARS W/ZINC LIDS,9.99,312008212834,EBAY-US,Jars,PayPal,"Stewartstown,PA,USA",Active,2017-11-21,2017-12-21
36,Ball Perfect Mason Jar ~ Pint ~ #13 ~ ~ Vintage Rare,25.0,132406844730,EBAY-US,Jars,PayPal,"Gretna,NE,USA",Active,2017-11-21,2017-11-28
37,Smooth Mason Jar 12pk,15.98,272664467755,EBAY-US,Jars,PayPal,"Sacramento,CA,USA",Active,2017-05-09,2017-12-05
38,Vintage 1910~1923 BLUE BALL PERFECT MASON Square Ball 1 quart Jar With Lid.,31.0,292332850119,EBAY-US,Jars,PayPal,"Epworth,IA,USA",Active,2017-11-16,2017-11-26
39,Lot Of 3 Quart Fruit Jars~Atlas Mason’s~Quick seal~green/clear,5.0,302531449473,EBAY-US,Jars,PayPal,"Guttenberg,IA,USA",Active,2017-11-16,2017-11-23
40,Tiny Mason Jars 2 Pk w/ Metal Lids - Collect Small Storage Container Arts/Crafts,6.45,272476829129,EBAY-US,Jars,PayPal,"Louisville,KY,USA",Active,2016-12-06,2017-12-01
41,Ball Regular Mouth Clear Glass Mason Jars 16oz Pint Canning Preserve Lids 12 Set,13.04,282743269723,EBAY-US,Jars,PayPal,"Westbury,NY,USA",Active,2017-11-22,2017-12-22
42,Ball Perfect Mason 42 Oz. Blue Fruit Jar W/ Ball Zinc Lid,9.99,112654186344,EBAY-US,Jars,PayPal,"Iuka,IL,USA",Active,2017-11-23,2017-11-30
43,Blue Ball Mason Pint Jar,6.95,253268158430,EBAY-US,Jars,PayPal,"Apache Junction,AZ,USA",Active,2017-11-20,2017-11-27
44,Kerr 12 Pack 8 OZ Vintage Jelly Glass Cristal Mason Jars Lids Canning & quilted,21.83,202121072872,EBAY-US,Jars,PayPal,USA,Active,2017-11-22,2017-12-21
45,12 Ball Mason Jar with Lid - Regular Mouth - 16 oz by Jarden,20.61,152760866057,EBAY-US,Jars,PayPal,USA,Active,2017-10-27,2017-11-26
46,LIGHT GREEN BALL MASON 1/2 GALLON FRUIT JAR,66.49,272948230091,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-21,2017-12-21
47,Two Blue Quart Ball Perfect Mason Jars No. 1 and 2,12.99,232572633932,EBAY-US,Jars,PayPal,"Seattle,WA,USA",Active,2017-11-23,2017-11-30
48,Two Blue Quart Ball Perfect Mason Jars No. 8 and 4,12.99,232572633958,EBAY-US,Jars,PayPal,"Seattle,WA,USA",Active,2017-11-23,2017-11-30
49,Ball Wide Mouth Mason Jars,1.0,292335444852,EBAY-US,Jars,PayPal,"Epworth,IA,USA",Active,2017-11-18,2017-11-28
50,RARE Lucky#13 Collectible Ball blue perfect Mason pint jar  between 1923-1933.,27.0,302537483891,EBAY-US,Jars,PayPal,"Tecumseh,MI,USA",Active,2017-11-21,2017-11-28
51,"SWAYZEE'S ""SGCo"" GREEN 1858 MASON HG  GROUND LIP RB#1974 FRUIT JAR",28.0,172988788503,EBAY-US,Jars,PayPal,"Downingtown,PA,USA",Active,2017-11-19,2017-11-24
52,Ball Perfect Mason Solid Olive Green With Subtle Streaks Throughout Original Lid,41.0,122820239120,EBAY-US,Jars,PayPal,"South Jordan,UT,USA",Active,2017-11-21,2017-11-28
53,Set three Atlas MASON'S PATENT jars Pint Quart Half Gallon Blue Green Zinc Lids,19.99,253269072151,EBAY-US,Jars,PayPal,"Pittsburgh,PA,USA",Active,2017-11-20,2017-12-20
54,"Ball Wide Mouth Glass Canning Mason Pint Jars, 16 Oz, 12 count, Lids, Bands New",21.99,272930314831,EBAY-US,Jars,PayPal,"Miami,FL,USA",Active,2017-11-13,2017-12-13
55,(QTY 4) MINI MASON JARS 2oz STORAGE BABY BATHROOM CRAFT SUPPLY WEDDING~SHIPS 24!,9.95,182679558912,EBAY-US,Canisters & Jars,PayPal,"Lancaster,OH,USA",Active,2017-07-21,2017-12-18
56,2 SQUATTY HALF PINT JARS Colored AQUA Blue Glass BALL MASON Wide Mouth Mini,14.99,263238797655,EBAY-US,Jars,PayPal,"Salt Lick,KY,USA",Active,2017-09-30,2017-11-29
57,12 Jar Pack 8 OZ Mason Jars w/ Lids Canning Ball Regular Mouth Half Pint Wedding,20.2,112292692541,EBAY-US,Jars,PayPal,USA,Active,2017-02-04,2017-12-01
58,vintage Wan-eta cocoa ball mason jar Boston,5.99,182910218791,EBAY-US,Jars,PayPal,"Steuben,ME,USA",Active,2017-11-18,2017-11-25
59,Kerr Self Sealing Mason Cornflower Blue With  Original Lid Quart,23.38,122820243182,EBAY-US,Jars,PayPal,"South Jordan,UT,USA",Active,2017-11-21,2017-11-28
60,VINTAGE BALL PERFECT MASON BLUE SQUARE QUART ZINC PORCELAIN LID,6.0,232570911161,EBAY-US,Jars,PayPal,"Erie,PA,USA",Active,2017-11-22,2017-11-29
61,Rare lucky #13 Blue Ball Perfect Mason Pint Mason jar With #13 Lid Also,21.5,272948902899,EBAY-US,Jars,PayPal,"Stendal,IN,USA",Active,2017-11-22,2017-11-29
62,Ball Perfect Mason  Green With  Original Lid Quart No Damage,34.0,122820240832,EBAY-US,Jars,PayPal,"South Jordan,UT,USA",Active,2017-11-21,2017-11-28
63,"LOT OF 3 ATLAS E-Z SEAL CLEAR QUART GLASS JARS, WIRE BAIL & GLASS LIDS Mason Jar",5.0,302540543900,EBAY-US,Jars,PayPal,"Derry,NH,USA",Active,2017-11-23,2017-12-23
64,Vintage Checkered Glass Mason Jar,2.67,152790412949,EBAY-US,Jars,PayPal,"Waldo,WI,USA",Active,2017-11-16,2017-11-23
65,AQUA SQUATTY Half Pint BALL Mason Wide Mouth Colored JAR in Original AQUA,12.98,252759963988,EBAY-US,Jars,PayPal,"Salt Lick,KY,USA",Active,2017-02-07,2017-12-04
66,"Vintage Ball Perfect Mason Jar,QT size, Deep Aqua, Zinc Lid",8.0,391929948260,EBAY-US,Jars,PayPal,"Cranberry Lake,NY,USA",Active,2017-11-19,2017-12-19
67,Wide Mouth Half Pint Blue Mason Canning Jar Elite Collection 4 Pack 8 Oz Glass,8.66,222703557603,EBAY-US,Jars,PayPal,USA,Active,2017-11-02,2017-12-02
68,Vintage Blue Ball Perfect Mason Quart Jar With Porcelain Lined Zinc Lid No. 3,13.45,292330565569,EBAY-US,Jars,PayPal,"Ozark,MO,USA",Active,2017-11-14,2017-12-14
69,Vintage Deep Blue Quart Fruit Jar W/ Zinc Lid - SWAYZEE'S Improved Mason,5.99,122825445703,EBAY-US,Jars,PayPal,"Iuka,IL,USA",Active,2017-11-23,2017-11-30
70,Lot of 30 Ball Zinc Mason Jar Lids Regular Mouth Caps Vintage New Old Stock Box,23.6,222723603967,EBAY-US,Jars,PayPal,"Rochelle,IL,USA",Active,2017-11-18,2017-11-25
71,ANTIQUE AQUA GREEN UNUSUAL BALL MASON JAR MARKED BALL MASONS PATENTED 1858,6.1,362163065019,EBAY-US,Jars,PayPal,"Coventry,CT,USA",Active,2017-11-19,2017-11-26
72,#13 Half Gallon Aqua Blue Ball Perfect Mason Jar w/Zinc Lid,26.0,142587885668,EBAY-US,Jars,PayPal,"Stuart,VA,USA",Active,2017-11-19,2017-11-26
73,RARE MASONS PATENT REVERSE BALL FRUIT JAR PINT WITH BOYDS EMBOSSED ZINC LID,35.0,253264169116,EBAY-US,Jars,PayPal,"Sunbury,PA,USA",Active,2017-11-17,2017-11-24
74,Antique Ball Perfect Mason  Blue Pint Canning  Jar number 13,73.5,272942312430,EBAY-US,Jars,PayPal,"Burlington,IA,USA",Active,2017-11-18,2017-11-25
75,12-PC. COLOR OWL CANNING MASON JARS FOOD CONTAINERS KITCHEN COUNTER HOME DECOR,19.03,122801152207,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-11-10,2017-12-10
76,Vintage Hazel Atlas Mason Clear Square Quart Jar,5.99,401444502276,EBAY-US,Jars,PayPal,"Pemberton,MN,USA",Active,2017-11-18,2017-12-18
77,"Ball Wide Mouth Glass Canning Mason Jars, Pint and 1/2 (24oz) Lids, Bands, 9 Ct.",22.99,272908196862,EBAY-US,Jars,PayPal,"Miami,FL,USA",Active,2017-10-30,2017-11-29
78,Pint Mason Glass Canning Jars Set of 12 with Lids and Bands,17.35,192320693768,EBAY-US,Jars,PayPal,USA,Active,2017-09-30,2017-11-29
79,Ball Mason Wide Mouth Half Pint Jars - 8oz - 4 Jars Per Box New,11.59,352137174807,EBAY-US,Jars,PayPal,"Chicago,IL,USA",Active,2017-08-10,2017-12-08
80,Ball Regular Mouth Elite Collection Half Pint Jars Blue Mason Canning 4 Pack,11.99,253274085943,EBAY-US,Jars,PayPal,USA,Active,2017-11-23,2017-12-23
81,Vintage Canning Jar - Mason's Patent Nov 30 1858 Consolidated Fruit Jar Co Quart,10.0,112653417902,EBAY-US,Jars,"['CashOnPickup', 'PayPal']","Felton,PA,USA",Active,2017-11-23,2017-12-23
82,Purple Pint Ball Mason Vintage Style Lot of 6,11.99,253272813746,EBAY-US,Jars,PayPal,"Frankfort,IL,USA",Active,2017-11-22,2017-12-22
83,Golden Harvest 32 oz. Wide Mouth Quart Mason Drinking Glass Jar Mug with Handle,10.0,182906723988,EBAY-US,Jars,PayPal,"San Marcos,TX,USA",Active,2017-11-18,2017-12-18
84,"Ball Wide Mouth Glass Canning Mason Jars, Quart (32oz) Lids, Bands, 12 Count New",21.99,272916807694,EBAY-US,Jars,PayPal,"Miami,FL,USA",Active,2017-11-05,2017-12-05
85,Ball Perfect Mason c.1930s Aqua Blue #4 Glass Jar Zinc Lid Pint 16oz,7.99,152799024514,EBAY-US,Jars,PayPal,"Dearborn,MI,USA",Active,2017-11-23,2017-12-23
86,Vintage Ball Script 3 L Mason Improved Jar 1900-1910 Half Gallon with Zinc Lid,5.95,152791813611,EBAY-US,Jars,PayPal,"Butler,OH,USA",Active,2017-11-17,2017-11-24
87,Blue Perfect Mason 1/2 pint jar. #1 farm decor.,49.99,282744572025,EBAY-US,Jars,PayPal,"Clark,MO,USA",Active,2017-11-23,2017-11-30
88,Vintage PORCELAIN LINED Half Gallon Mason Fruit Jar,25.0,172995258794,EBAY-US,Jars,PayPal,"Syracuse,IN,USA",Active,2017-11-23,2017-11-30
89,PURPLE BALL IMPROVED MASON 100TH ANNIVERSARY VINTAGE STYLE CANNING PINT JAR NEW,3.99,400976011426,EBAY-US,Jars,PayPal,"Greencastle,IN,USA",Active,2015-08-12,2017-11-29
90,Vintage MASON'S Patent Nov 30th 1858 Maltese Cross Quart Canning JAR Lot,19.99,222729865117,EBAY-US,Jars,PayPal,"Penns Grove,NJ,USA",Active,2017-11-23,2017-11-30
91,Vintage 1900~1910 BALL 3~L LOOP MASON BLUE PINT Canning Jar & Zinc Cap ~ Mold #3,3.76,162762614028,EBAY-US,Jars,PayPal,"Butler,OH,USA",Active,2017-11-18,2017-11-25
92,Lot of Antique Ball Standard Low Grade Wax Sealer Mason Jars,9.99,263338634771,EBAY-US,Jars,PayPal,"Delaware,OH,USA",Active,2017-11-22,2017-11-29
93,1910-1930 aqua blue ball mason jar w/ original zinc cap,5.0,292335374163,EBAY-US,Jars,PayPal,"Rulo,NE,USA",Active,2017-11-18,2017-11-25
94,RARE!! OLIVE GREEN MASON IMPROVED PAT'D quart JAR,21.71,222718357255,EBAY-US,Jars,PayPal,"Fayetteville,NY,USA",Active,2017-11-13,2017-11-23
95,Vtg Ball Special Aqua Blue Squatty Pint Size Mason Wide Mouth Jar & Zinc Lid,25.0,182908246006,EBAY-US,Jars,PayPal,"Hillsboro,OR,USA",Active,2017-11-18,2017-11-25
96,12 Ball Mason Regular Mouth Canning Quilted Jelly Jars 4oz w/Lids & Bands NEW,19.39,253054945420,EBAY-US,Jars,PayPal,USA,Active,2017-07-20,2017-12-17
97,Wide Mouth Quart Jars Blue Mason Canning Jar Elite Collection 4 Pack 32 Oz Glass,11.79,132090489872,EBAY-US,Jars,PayPal,USA,Active,2017-02-08,2017-12-05
98,32Oz Wide Mouth Quart Jars Blue Glass Mason Canning Jar Elite Collection 4 Pack,12.65,302518874584,EBAY-US,Jars,PayPal,USA,Active,2017-11-08,2017-12-08
99,Wide Mouth Quart Jars Blue Glass Mason Canning Jar 4 Pack 32Oz Elite Collection,13.8,162430890602,EBAY-US,Jars,PayPal,"Ocean City,MD,USA",Active,2017-03-14,2017-12-09
100,Ball Perfect Mason Quart Aqua Blue 3 Jars Zinc Lid Rubber Gasket 1923-1933,24.0,112654325043,EBAY-US,Jars,PayPal,"Saint Johns,FL,USA",Active,2017-11-23,2017-12-23
101,Ball Perfect Mason Quart Aqua Blue 3 Jars Zinc Lid Rubber Gasket 1923-1933,24.0,112654325043,EBAY-US,Jars,PayPal,"Saint Johns,FL,USA",Active,2017-11-23,2017-12-23
102,NEW 6 Green Mason Canning Jars Vintage Ball Heritage 16 Oz Jar Lids & Bands,14.95,362165435216,EBAY-US,Jars,PayPal,"Mooresville,NC,USA",Active,2017-11-22,2017-12-22
103,ONE Vintage NOS Ball Zinc Mason Jar Cap Lid - Never Used!  Buy One or ALL! New!,6.0,321947191293,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2015-12-12,2017-12-01
104,Vintage 1/2 Half Quart Ball Ideal Mason Jar,4.5,182921157939,EBAY-US,Jars,PayPal,"Franklin,OH,USA",Active,2017-11-23,2017-12-23
105,1 Wide QUART Purple 32 OZ Mason Canning Jars Ball Wedding Event Jar Set new,8.65,152342199314,EBAY-US,Jars,PayPal,USA,Active,2016-12-03,2017-11-28
106,MASON JAR PORCELAIN LINER AND ZINC LIDS MADE BY BOYD,7.0,142586272060,EBAY-US,Jars,PayPal,"Coal Center,PA,USA",Active,2017-11-18,2017-11-25
107,Longaberger 1 qt Mason Jar,4.8,182908366018,EBAY-US,Jars,PayPal,"Azusa,CA,USA",Active,2017-11-18,2017-12-18
108,2 Pint Atlas Mason Antique Jars,2.99,232572643709,EBAY-US,Jars,PayPal,"Fairfield,IA,USA",Active,2017-11-23,2017-11-30
109,"LOT OF (3) VINT. BALL BICENTENNIAL QT BLUE/GREEN MASON JARS w/EAGLE, 1776-1976",17.99,152790356624,EBAY-US,Jars,PayPal,"Cleveland,TN,USA",Active,2017-11-16,2017-11-23
110,"Canning Jar,Ball Improved Mason Green Quart.",5.0,182914448085,EBAY-US,Jars,PayPal,"Oakville,CT,USA",Active,2017-11-20,2017-11-27
111,"Hollieanna Mason - quart, clear Fruit Jar",9.5,162764570861,EBAY-US,Jars,PayPal,"Lutsen,MN,USA",Active,2017-11-22,2017-11-29
112,Half Gallon Fruit Jar Ball Mason with Zinc lid **** Nice Piece !!,4.99,253274015297,EBAY-US,Jars,PayPal,"Peru,IN,USA",Active,2017-11-23,2017-11-30
113,Vintage Mason's Patent Nov.30th 1858 Quart Canning Jar Light Blue w wire holder,9.5,132402838078,EBAY-US,Jars,PayPal,"Omaha,NE,USA",Active,2017-11-17,2017-11-24
114,Rare Old Antique Half Gallon Swayzee's Improved Mason Jar w/ Porcelain Zinc Top,9.95,253268090300,EBAY-US,Jars,PayPal,"Tallahassee,FL,USA",Active,2017-11-20,2017-11-30
115,LOT OF 9 VINTAGE BLUE/CLEAR BALL PERFECT MASON PINT CANNING JARS,19.99,322898818503,EBAY-US,Jars,PayPal,"Penns Grove,NJ,USA",Active,2017-11-23,2017-11-30
116,"Ball Mason Glass Jelly Jars 8 Oz Regular Mouth with Lids and Bands, Set of 12",17.68,122778308832,EBAY-US,Canisters & Jars,PayPal,USA,Active,2017-10-28,2017-11-27
117,2 KERR SELF SEALING MASON 1/2 PT HALF PINT FRUIT CANNING JARS W/ZINC LIDS,9.99,382291851312,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-11-22,2017-12-22
118,Ball - Wide Mouth 24 oz. Drinking Mason Jars - 4 Pack,12.88,282681212932,EBAY-US,Jars,PayPal,"Leetsdale,PA,USA",Active,2017-10-04,2017-12-03
119,Half Gallon Fruit Jar Ball Perfect Mason with Zinc lid **** Nice Piece !!,4.99,253274017387,EBAY-US,Jars,PayPal,"Peru,IN,USA",Active,2017-11-23,2017-11-30
120,"Ball Perfect Mason #4 1/2 Gal Jar w/Zinc, porcelian Crown Lid,rubber gasket",5.99,372145510342,EBAY-US,Jars,PayPal,"Saint Petersburg,FL,USA",Active,2017-11-23,2017-11-30
121,Half Gallon Fruit Jar Ball Perfect Mason with Zinc lid **** Nice Piece !!,4.99,253274017932,EBAY-US,Jars,PayPal,"Peru,IN,USA",Active,2017-11-23,2017-11-30
122,Lot  of 6 Antique Ball Ideal Blue Mason Jar with Glass Lid & Wire Bail,12.0,282741977403,EBAY-US,Jars,PayPal,"Greensburg,PA,USA",Active,2017-11-21,2017-11-26
123,Lot of 4 Vintage Mason Canning Jars - 3 Hazel Atlas 1-Golden Harvest,4.95,382288690173,EBAY-US,Jars,PayPal,"Yulee,FL,USA",Active,2017-11-20,2017-11-27
124,ANTIQUE BLUE GLASS HALF GALLON MASONS PATENT NOV 30TH 1858 CANNING JAR ZINC LID,42.95,272940283880,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-19,2017-11-26
125,Ball Regular Mouth 12-Pack Half Pint (8 oz) New Wedding Glass Canning Mason Jars,16.99,252512131125,EBAY-US,Jars,PayPal,"Homewood,IL,USA",Active,2016-08-25,2017-12-18
126,Drey Mason Jar w/ Glass Bail,3.5,282700662247,EBAY-US,Jars,PayPal,"Willshire,OH,USA",Active,2017-10-19,2017-12-18
127,Ball - Regular Mouth Pint Spiral Mason Jars - 4 Pack,8.54,272874317294,EBAY-US,Jars,PayPal,"Leetsdale,PA,USA",Active,2017-10-04,2017-12-03
128,Ball Mason Jar Jelly Jars 4 oz. Quilted Crystal Style Wide Mouth-Lot of 4,8.85,112653118345,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-11-22,2017-12-22
129,ZINC BALL / ATLAS / MASON FRUIT CANNING JARS LIDS ONLY W/ WHITE PORCELAIN INSERT,3.75,232568106384,EBAY-US,Jars,PayPal,"Lincoln,NE,USA",Active,2017-11-19,2017-12-19
130,Ball Wide Mouth Mason Jar Zinc Lid Clear Glass Pint 16oz Mason 66 A22 Jar,7.99,152799024388,EBAY-US,Jars,PayPal,"Dearborn,MI,USA",Active,2017-11-23,2017-12-23
131,"Jeannette Glass Mason Jar ""Home Packer"" Quart Clear w/ Glass Lid",20.0,122820853169,EBAY-US,Jars,PayPal,"Warren,MA,USA",Active,2017-11-21,2017-12-21
132,BALL PERFECT MASON 100TH ANNIVERSARY VINTAGE STYLE GREEN CANNING PINT JAR  NEW,3.99,181423146456,EBAY-US,Jars,PayPal,"Greencastle,IN,USA",Active,2014-05-28,2017-12-08
133,Vintage BALL GLASS TOP INSERT/LID & ZINC BAND ~ REGULAR~MOUTH MASON Canning Jar,9.0,253257761093,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-13,2017-12-13
134,BALL SQUATTY HALF PINT MASON JAR Wide Mouth COLORED & 2 PC LID in Deep Purple,6.99,222526027858,EBAY-US,Jars,PayPal,"Baldwin,MI,USA",Active,2017-05-27,2017-12-23
135,MASON JAR STRING DISPENSER LID - Weathered Bronze Lid with Jute Twine. New,6.5,172995162459,EBAY-US,Jars,PayPal,"Ballston Spa,NY,USA",Active,2017-11-23,2017-12-23
136,Mason Jars Wide Mouth Elite Collection Set of 4 Green Quart Jars Lids Band Glass,20.83,162432264857,EBAY-US,Jars,PayPal,"Ocean City,MD,USA",Active,2017-03-15,2017-12-10
137,"Lot of 21 antique Mason Jars Glass Lids, Porcelain Lined/cap Lot Atlas, White Cr",10.0,263323227890,EBAY-US,Jars,PayPal,"Dilworth,MN,USA",Active,2017-11-14,2017-12-14
138,PEPSI Glass Mason Jar Golden Harvest,9.95,192351671537,EBAY-US,Jars,PayPal,"Verona,WI,USA",Active,2017-11-02,2017-12-02
139,Ball Mason Jars Lot of 12 Regular Mouth Canning  Pint 16 oz w/ Lids & Bands New,23.95,181856702672,EBAY-US,Jars,PayPal,"Worcester,MA,USA",Active,2015-09-03,2017-12-21
140,Vintage WAN-ETA COCOA BOSTON Amber Quart Qt Mason Fruit Jar #2,7.5,263325612475,EBAY-US,Jars,PayPal,"Springfield,IL,USA",Active,2017-11-19,2017-11-26
141,Lot of 3 Vintage Ball Wide Mouth Zinc Mason Jar Lids with Porcelain Inserts,8.99,172994021643,EBAY-US,Jars,PayPal,"Bernard,IA,USA",Active,2017-11-22,2017-11-27
142,Vintage Ball Perfect Mason Clear Glass Half Gallon Jar with 2 Lids,7.99,222729548614,EBAY-US,Jars,PayPal,"Westphalia,MI,USA",Active,2017-11-22,2017-11-29
143,Vintage Rare Whitney Quart Aqua Green Mason Jar Pat. 1858 Zinc Lid,4.0,202119457034,EBAY-US,Jars,PayPal,"Rock Hall,MD,USA",Active,2017-11-20,2017-11-27
144,1 Gallon Glass Jar Wide Mouth Mason Jars,0.01,132405827338,EBAY-US,Jars,PayPal,USA,Active,2017-11-21,2017-11-26
